id,slug,pattern,meaning,level,lesson,course_group,category,source_url,verification
jp-g-0506,どうしても,どうしても,"Regardless of, No matter what",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/どうしても,source-indexed
jp-g-0507,もしも～なら・もしも～でも,もしも～なら・もしも～でも →  もしも～なら,"If, Supposing",N3,9,N3 Lesson 9,conditional,https://bunpro.jp/grammar_points/もしも～なら・もしも～でも,source-indexed
jp-g-0508,同士,同士 →  どうし,"Fellow, With each other, Mutually, Between, Among, Together, With",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/同士,source-indexed
jp-g-0509,がたい,がたい,"Hard to, Difficult to",N3,10,N3 Lesson 10,conditional,https://bunpro.jp/grammar_points/がたい,source-indexed
jp-g-0510,まさか,まさか,"I never dreamed, Never, No way, Don't tell me, You don't say",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/まさか,source-indexed
jp-g-0511,前者は-後者は,前者は・後者は →  ぜんしゃは～こうしゃは,"The former ~ the latter, The first ~ the second",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/前者は-後者は,source-indexed
jp-g-0512,つい,つい,"Accidentally, Unconsciously, Against one's better judgement",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/つい,source-indexed
jp-g-0513,せいで,せいで,"Because of, Due to, Blame",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/せいで,source-indexed
jp-g-0514,くせに,くせに →  くせに,"Even though, And yet, Despite",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/くせに,source-indexed
jp-g-0515,がち,がち,"Apt to do, Tend to do, Prone to do",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/がち,source-indexed
jp-g-0516,ぎみ,ぎみ →  ぎみ,"Looking, Feeling a little, Touch of, Tending to, Slightly",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/ぎみ,source-indexed
jp-g-0517,っぽい,っぽい,"-ish, -like, Characteristic of, Typical of, Tendency to",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/っぽい,source-indexed
jp-g-0518,っぱなし,っぱなし,"Leaving something in a certain state, Left as is, Keep on -ing",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/っぱなし,source-indexed
jp-g-0519,わざわざ,わざわざ,"Expressly, Especially, Go out of one's way, Take the trouble to",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/わざわざ,source-indexed
jp-g-0520,一体,一体 →  いったい,"(What) the heck?, (Who) in the world?, (Where) on earth?, (How many) f*ing...",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/一体,source-indexed
jp-g-0521,せっかく,折角 →  せっかく,"With trouble, At great pains, Take the trouble, Might as well..., Rare/long-awaited occasion",N3,10,N3 Lesson 10,modality,https://bunpro.jp/grammar_points/せっかく,source-indexed
jp-g-0522,っけ,っけ,"What is…again?, Was it... that... ?, Did you say...?",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/っけ,source-indexed
jp-g-0523,代わりに,代わりに →  かわりに,"Instead of, In place of, In exchange for",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/代わりに,source-indexed
jp-g-0524,に代わって,に代わって →  にかわって,"In place of, On behalf of, To succeed",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/に代わって,source-indexed
jp-g-0525,どころか,どころか,"Far from, Anything but",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/どころか,source-indexed
jp-g-0526,という理由で,という理由で →  というりゆうで,"For (that) reason; on the grounds of (that), With the reasoning, Under the pretext of, Due to",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/という理由で,source-indexed
jp-g-0527,は-となっている,～は～となっている →  は～となっている,"It is (has been), Have/has become, Happen to be, Has been established",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/は-となっている,source-indexed
jp-g-0528,左右する,左右する →  さゆうする,"Influence, Impact, Control",N3,10,N3 Lesson 10,general,https://bunpro.jp/grammar_points/左右する,source-indexed
jp-g-0529,得る-得る,得る・得る →  える,"Is able to, Can, Possible",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/得る-得る,source-indexed
jp-g-0530,得ない,〜得ない →  えない,"Unable to, Cannot",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/得ない,source-indexed
jp-g-0531,ざるを得ない,ざるを得ない →  ざるをえない,"Can't help doing, Have no choice but",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/ざるを得ない,source-indexed
jp-g-0532,ざる,～ざる,"To not ~, Un~",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/ざる,source-indexed
jp-g-0533,つもりで,つもりで,"With the intention of doing, Instead of..., Act as if or pretend, Believing that..., Thinking that...",N2,1,N2 Lesson 1,conditional,https://bunpro.jp/grammar_points/つもりで,source-indexed
jp-g-0534,どうせ,どうせ,"Anyhow, At any rate, In any case, I have no doubt that, Probably",N2,1,N2 Lesson 1,modality,https://bunpro.jp/grammar_points/どうせ,source-indexed
jp-g-0535,せめて,せめて,At least,N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/せめて,source-indexed
jp-g-0536,どうやら,どうやら,"Apparently, Looks Like, Seems like",N2,1,N2 Lesson 1,modality,https://bunpro.jp/grammar_points/どうやら,source-indexed
jp-g-0537,なにやら,なにやら,"Something (or other), Some kind of",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/なにやら,source-indexed
jp-g-0538,よりほかない,よりほかない →  よりほかない,"To have no choice but, No other way than, Have to",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/よりほかない,source-indexed
jp-g-0539,確かに,確かに →  たしかに,"Surely, Certainly",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/確かに,source-indexed
jp-g-0540,一応1,一応 ① →  いちおう ①,"Just in case, Just to be sure",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/一応1,source-indexed
jp-g-0541,一応2,一応 ② →  いちおう ②,"more or less, for the time being, tentatively, roughly",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/一応2,source-indexed
jp-g-0542,に相違ない,に相違ない →  にそういない,"Without a doubt, Certainly, Surely, Not mistaken",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/に相違ない,source-indexed
jp-g-0543,万が一,万が一 →  まんがいち,"Just in case, In the worst-case scenario, In the unlikely event, By any chance",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/万が一,source-indexed
jp-g-0544,ようがない・ようもない,ようがない・ようもない →  ようがない,"There's no way to, It's impossible to",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/ようがない・ようもない,source-indexed
jp-g-0545,にほかならない,にほかならない →  にほかならない,"Nothing but, None other than, Simply",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/にほかならない,source-indexed
jp-g-0546,っこない,っこない,"There is no chance of, There is no way of, Impossible",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/っこない,source-indexed
jp-g-0547,それなら,それなら,"Then, If that's the case",N2,1,N2 Lesson 1,conditional,https://bunpro.jp/grammar_points/それなら,source-indexed
jp-g-0548,ものなら①,ものなら① →  ものなら ①,"If, If one could, If something would be possible",N2,1,N2 Lesson 1,conditional,https://bunpro.jp/grammar_points/ものなら①,source-indexed
jp-g-0549,を-に任せる,～を～に任せる →  にまかせる,"Leave 〜 up to, Entrust 〜 to",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/を-に任せる,source-indexed
jp-g-0550,活かす,活かす →  いかす,"To make use of (something), To take full advantage of, To capitalize on, To leverage (skills), Bring out (the quality of)",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/活かす,source-indexed
jp-g-0551,おおよそ,おおよそ,"Approximately, Roughly, About, Outline, Gist",N2,1,N2 Lesson 1,general,https://bunpro.jp/grammar_points/おおよそ,source-indexed
jp-g-0552,まい,まい,"Won't, Intend not to, Probably not",N2,1,N2 Lesson 1,modality,https://bunpro.jp/grammar_points/まい,source-indexed
jp-g-0553,上,上 →  じょう,From the standpoint of,N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/上,source-indexed
jp-g-0554,上に,上に →  うえに,"As well, Besides, In addition to",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/上に,source-indexed
jp-g-0555,以上2,以上 ② →  いじょう ②,"Since, Now that, As long as, If",N2,2,N2 Lesson 2,conditional,https://bunpro.jp/grammar_points/以上2,source-indexed
jp-g-0556,以上に,以上に →  いじょうに,"More than, No less than, Even more",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/以上に,source-indexed
jp-g-0557,途中に・途中で,途中に・途中で →  とちゅうに,"On the way, Partway, In the middle of",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/途中に・途中で,source-indexed
jp-g-0558,中を,中を →  なかを,"In, On, Into, Inside of",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/中を,source-indexed
jp-g-0559,を中心に,を中心に →  をちゅうしんに,"Focused on, Centered on or around, Mainly, Most notably",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/を中心に,source-indexed
jp-g-0560,その上,その上 →  そのうえ,"Besides, In addition, Furthermore",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/その上,source-indexed
jp-g-0561,上は,上は →  うえは,"Once, Since, Now that, As long as",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/上は,source-indexed
jp-g-0562,の下で,の下で →  のもとで,"Under, Under the supervision of, On the basis of",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/の下で,source-indexed
jp-g-0563,後-のnoun,後(の) Noun →  あとの + (Noun),"…left, Rest, Remaining, In, …to, …else",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/後-のnoun,source-indexed
jp-g-0564,手前,手前 →  てまえ,"Before, In front of, From one's standpoint or side",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/手前,source-indexed
jp-g-0565,を巡って,を巡って →  をめぐって,"Concerning, In regard to, About, (Split) over",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/を巡って,source-indexed
jp-g-0566,にわたって,にわたって →  にわたって,"Across, Throughout, Extends, Over (a period of time or range)",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/にわたって,source-indexed
jp-g-0567,に沿って,に沿って →  にそって,"Along, In accordance with, In line with",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/に沿って,source-indexed
jp-g-0568,た末-の末,た末・の末 →  ～たすえ,"After, As a conclusion of",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/た末-の末,source-indexed
jp-g-0569,にしたがって,にしたがって →  にしたがって,"As, Following, As then, According to, In accordance with",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/にしたがって,source-indexed
jp-g-0570,に伴って-に伴い,に伴って・に伴い →  にともなって,"As, Due, Along with, Hand-in-hand with, Resulted in, Be consequent upon",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/に伴って-に伴い,source-indexed
jp-g-0571,につき,につき →  につき,"Due to, On account of, Each or every",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/につき,source-indexed
jp-g-0572,につけ,につけ →  につけ,"Whenever, Every time something happens",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/につけ,source-indexed
jp-g-0573,にかかわる,にかかわる →  にかかわる,"To relate to, To have to do with, Concerning, Depends on",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/にかかわる,source-indexed
jp-g-0574,に向かって-に向けて,に向かって・に向けて →  にむかって,"Towards, To face, To head to",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/に向かって-に向けて,source-indexed
jp-g-0575,が気になる,が気になる →  がきになる,"To be interested in, To be concerned about",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/が気になる,source-indexed
jp-g-0576,に気をつける,に気をつける →  にきをつける,"Take care, Be careful, Pay attention, Make sure, Watch out",N2,2,N2 Lesson 2,general,https://bunpro.jp/grammar_points/に気をつける,source-indexed
jp-g-0577,もかまわず,も構わず →  もかまわず,Without worrying about,N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/もかまわず,source-indexed
jp-g-0578,かねる,かねる →  かねる,"Cannot, Be unable to, Hard to, Hesitant to",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/かねる,source-indexed
jp-g-0579,かねない,かねない →  かねない,"Might, Could be, Capable of, Possible",N2,3,N2 Lesson 3,modality,https://bunpro.jp/grammar_points/かねない,source-indexed
jp-g-0580,を除いて,を除いて →  をのぞいて,"Except, With the exception of, Unless",N2,3,N2 Lesson 3,conditional,https://bunpro.jp/grammar_points/を除いて,source-indexed
jp-g-0581,にかかわらず,にかかわらず →  にかかわらず,"Regardless of, Whether or, No matter, With or without",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/にかかわらず,source-indexed
jp-g-0582,にもかかわらず,にもかかわらず →  にもかかわらず,"Despite, In spite of, Regardless, Nevertheless",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/にもかかわらず,source-indexed
jp-g-0583,に限って,に限って →  にかぎって,"Particularly when, Those who, Only when",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/に限って,source-indexed
jp-g-0584,に限らず,に限らず →  にかぎらず,"Not just, Not only… but also",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/に限らず,source-indexed
jp-g-0585,なお1,なお① →  なお ①,"Still, Even, Yet",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/なお1,source-indexed
jp-g-0586,なお2,なお② →  なお ②,"In addition, Incidentally, Furthermore, Moreover",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/なお2,source-indexed
jp-g-0587,限り,限り →  かぎり,"As long as, While… is the case, Limited to",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/限り,source-indexed
jp-g-0588,次第だ-次第で,次第だ・次第で →  しだいだ,"Depending on, So",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/次第だ-次第で,source-indexed
jp-g-0589,次第に,次第に →  しだいに,Gradually,N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/次第に,source-indexed
jp-g-0590,-てこそ,～てこそ,"Only if, Because, By, Unless, Until",N2,3,N2 Lesson 3,conditional,https://bunpro.jp/grammar_points/-てこそ,source-indexed
jp-g-0591,を問わず,を問わず →  をとわず,"Regardless of, Whether or not, No matter, With or without",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/を問わず,source-indexed
jp-g-0592,よりしかたがない,よりしかたがない →  よりしかたがない,"There is no choice but, Can't be helped, Inevitable",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/よりしかたがない,source-indexed
jp-g-0593,に越したことはない,に越したことはない →  にこしたことはない,"There is nothing better than, It is the best, Would be the best",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/に越したことはない,source-indexed
jp-g-0594,要するに,要するに →  ようするに,"To sum up, In summary, In short",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/要するに,source-indexed
jp-g-0595,てからでないと,てからでないと,"(Not) unless ~ cannot, (Not) until ~ cannot",N2,3,N2 Lesson 3,conditional,https://bunpro.jp/grammar_points/てからでないと,source-indexed
jp-g-0596,なくはない,なくはない,"It's not that…, Kind of, might, Slightly, Somewhat, In some respects",N2,3,N2 Lesson 3,modality,https://bunpro.jp/grammar_points/なくはない,source-indexed
jp-g-0597,ないことには-ない,ないことには～ない →  ないことには～ない,Unless you do something,N2,3,N2 Lesson 3,conditional,https://bunpro.jp/grammar_points/ないことには-ない,source-indexed
jp-g-0598,ないではいられない,ないではいられない,"Cannot help doing something, Cannot resist doing something",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/ないではいられない,source-indexed
jp-g-0599,ねばならない,ねばならない →  ねばなら + ぬ,"Must, Have to, Should",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/ねばならない,source-indexed
jp-g-0600,たまえ,たまえ →  たまえ,"(Please) do!, Ask to, Beg to, (Order somebody to do something)",N2,3,N2 Lesson 3,general,https://bunpro.jp/grammar_points/たまえ,source-indexed
jp-g-0601,-のうち-で,～のうち(で) →  のうちで,"Of the, Among(st)",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/-のうち-で,source-indexed
jp-g-0602,つつ,つつ,"While, And",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/つつ,source-indexed
jp-g-0603,つつ-も,つつ(も) →  つつも,"Even while ~ing, Even though ~ing, Despite ~ing, Although ~ing",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/つつ-も,source-indexed
jp-g-0604,に際して,に際して →  にさいして,"On the occasion of, At the time of",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/に際して,source-indexed
jp-g-0605,際に,際に →  さいに,"When, At the time of, In case of, On the occasion of",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/際に,source-indexed
jp-g-0606,にあたり-にあたって,にあたり・にあたって →  にあたって,"When, When doing something, On the occasion, At the time",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/にあたり-にあたって,source-indexed
jp-g-0607,を契機に,を契機に →  をけいきに,"Lead to, As a good opportunity to, As a result of, As a trigger",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/を契機に,source-indexed
jp-g-0608,つつある,つつある,"-ing, Be -ing",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/つつある,source-indexed
jp-g-0609,～ところに・～ところへ,～ところに・～ところへ →  ～ところに,"At the time, When, While, Timing",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/～ところに・～ところへ,source-indexed
jp-g-0610,か-ないかのうちに,か〜ないかのうちに →  か〜ないかのうちに,"Right after, As soon as, Just when, Barely",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/か-ないかのうちに,source-indexed
jp-g-0611,がけに,がけに →  がけに,"On the way to, As you go",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/がけに,source-indexed
jp-g-0612,ていては,ていては,"If one keeps doing something, When, If something is...",N2,4,N2 Lesson 4,conditional,https://bunpro.jp/grammar_points/ていては,source-indexed
jp-g-0613,ところだった2,ところだった ②,"Was just about to do something, Was in the middle of...",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/ところだった2,source-indexed
jp-g-0614,どころではない,どころではない,"This is not the time for…, Far from, Out of the question",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/どころではない,source-indexed
jp-g-0615,ぶりに,ぶりに →  ぶりに,"For the first time in, Haven't done for some time",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/ぶりに,source-indexed
jp-g-0616,ては,ては →  ～ては,"If, With, Since, Because",N2,4,N2 Lesson 4,conditional,https://bunpro.jp/grammar_points/ては,source-indexed
jp-g-0617,ては-ては,ては〜ては →  ～ては〜ては,"Repeating action, If, Since",N2,4,N2 Lesson 4,conditional,https://bunpro.jp/grammar_points/ては-ては,source-indexed
jp-g-0618,も又,も又 →  もまた,"Too, Also (with more emphasis than も alone), Again",N2,4,N2 Lesson 4,general,https://bunpro.jp/grammar_points/も又,source-indexed
jp-g-0619,結果・の結果,結果・の結果 →  けっか,As a result of,N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/結果・の結果,source-indexed
jp-g-0620,以来,以来 →  いらい,"Since, Henceforth",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/以来,source-indexed
jp-g-0621,に先立ち,に先立ち →  にさきだち,"Before, Prior to, In preference over",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/に先立ち,source-indexed
jp-g-0622,はたして,はたして →  はたして,"Wonder if ~ (really)?, Wonder how ~ (actually)?, Sure enough, As expected",N2,5,N2 Lesson 5,conditional,https://bunpro.jp/grammar_points/はたして,source-indexed
jp-g-0623,甲斐がある,甲斐がある →  かいがある,"To be (not) worth, To (not) pay off",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/甲斐がある,source-indexed
jp-g-0624,やがて,やがて,"Before long, All too soon, In the end, Eventually",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/やがて,source-indexed
jp-g-0625,したがって,したがって →  したがって,"Therefore, Thus, As a result",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/したがって,source-indexed
jp-g-0626,あげく,あげく →  あげく,"After, In the end, After all, Eventually",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/あげく,source-indexed
jp-g-0627,きっかけ,きっかけ →  きっかけ,"Lead to, Because of, As a start or trigger of, An opportunity",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/きっかけ,source-indexed
jp-g-0628,にかけては,にかけては,"When it comes to, Regarding, Concerning",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/にかけては,source-indexed
jp-g-0629,とっくに,とっくに →  とっくに,"Already, A long time ago, Long ago",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/とっくに,source-indexed
jp-g-0630,未だに,未だに →  いまだに,"Still, Not yet, Even now",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/未だに,source-indexed
jp-g-0631,をもとに,をもとに →  をもとに,"Based on, From, According to",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/をもとに,source-indexed
jp-g-0632,からには,からには,"As long as, Since, Given",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/からには,source-indexed
jp-g-0633,いつの間にか,いつの間にか →  いつのまにか,"Suddenly, Unnoticed, Without noticing, Too soon",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/いつの間にか,source-indexed
jp-g-0634,一旦,一旦 →  いったん,"Once …, If … for a short time, Temporarily (stop), For now or the time being",N2,5,N2 Lesson 5,conditional,https://bunpro.jp/grammar_points/一旦,source-indexed
jp-g-0635,はもとより,はもとより →  はもとより,"Not only... but also, Let alone, Of course",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/はもとより,source-indexed
jp-g-0636,そうにない,そうにない,"Unlikely to, Showing no signs of",N2,5,N2 Lesson 5,general,https://bunpro.jp/grammar_points/そうにない,source-indexed
jp-g-0637,に反して,に反して →  にはんして,"Go against, Contrary to",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/に反して,source-indexed
jp-g-0638,逆に,逆に →  ぎゃくに,On the contrary,N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/逆に,source-indexed
jp-g-0639,反面,反面 →  はんめん,"While, On the other hand, Although, However, On the flip side",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/反面,source-indexed
jp-g-0640,抜く,抜く →  ぬく,"All~, Completely, See through, Overcome, To the bitter end",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/抜く,source-indexed
jp-g-0641,抜きで,抜きで →  ぬきで,"Without, Unless",N2,6,N2 Lesson 6,conditional,https://bunpro.jp/grammar_points/抜きで,source-indexed
jp-g-0642,いよいよ,いよいよ →  いよいよ,"At last, Finally, More and more",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/いよいよ,source-indexed
jp-g-0643,ずに済む,ずに済む →  ずにすむ,"Get by without doing something, To get away with",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/ずに済む,source-indexed
jp-g-0644,に応じて,に応じて →  におうじて,"Depending or based on, According to, In response to, Suitable for or to",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/に応じて,source-indexed
jp-g-0645,を通じて-を通して,を通じて・を通して →  をつうじて,"Through, Via, Throughout",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/を通じて-を通して,source-indexed
jp-g-0646,に応えて,に応えて →  にこたえて,"In response to, Meet",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/に応えて,source-indexed
jp-g-0647,それとも,それとも,"Or, Or else, Rather",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/それとも,source-indexed
jp-g-0648,にしたら,にしたら,From the point of view of,N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/にしたら,source-indexed
jp-g-0649,にしても-にしても,にしても～にしても,Regardless of whether,N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/にしても-にしても,source-indexed
jp-g-0650,としては,としては,"As a, For a, As for",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/としては,source-indexed
jp-g-0651,としても,としても,"Even if (we assume), Assuming, Also as",N2,6,N2 Lesson 6,conditional,https://bunpro.jp/grammar_points/としても,source-indexed
jp-g-0652,それにしても,それにしても,"Nevertheless, Even so",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/それにしても,source-indexed
jp-g-0653,ぬ,ぬ,"Classical negative, Classical verb [ない]",N2,6,N2 Lesson 6,verb-form,https://bunpro.jp/grammar_points/ぬ,source-indexed
jp-g-0654,ことなく,ことなく →  ことなく,Without ~ing,N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/ことなく,source-indexed
jp-g-0655,にて,にて,"In, At, With, Using, By",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/にて,source-indexed
jp-g-0656,には,には,"In order to, In regard to, For",N2,6,N2 Lesson 6,general,https://bunpro.jp/grammar_points/には,source-indexed
jp-g-0657,思うように,思うように →  おもうように,"As one hopes, As desired, As one thought",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/思うように,source-indexed
jp-g-0658,かと思ったら-かと思うと,かと思ったら・かと思うと →  かとおもうと,"Then again, Just when I thought, No sooner than",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/かと思ったら-かと思うと,source-indexed
jp-g-0659,～ばと思います,～ばと思います →  ～ばとおもいます,"I would appreciate it if, If you could, I would like to think that",N2,7,N2 Lesson 7,conditional,https://bunpro.jp/grammar_points/～ばと思います,source-indexed
jp-g-0660,というものでもない,というものでもない →  というものでもない,"There is no guarantee that…, Not necessarily",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/というものでもない,source-indexed
jp-g-0661,と考えられる,と考えられる →  とかんがえられる,"Can be considered as, Is thought to be, One can think that, It is conceivable that",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/と考えられる,source-indexed
jp-g-0662,という点から考えると,という点から考えると →  というてんからかんがえると,"From the standpoint of, From the perspective of, From the viewpoint of, Think in terms of, Viewed from the angle of",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/という点から考えると,source-indexed
jp-g-0663,ということは,ということは →  ということは,"That means, That is to say",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/ということは,source-indexed
jp-g-0664,ふうに,ふうに →  ふうに,"~ way, In a way that suggests, Like ~",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/ふうに,source-indexed
jp-g-0665,という風に,という風に →  というふうに,"As if to say, As if to suggest that, In such a way that, Things like",N2,7,N2 Lesson 7,conditional,https://bunpro.jp/grammar_points/という風に,source-indexed
jp-g-0666,ものの,ものの,"Although, But, Even Though",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/ものの,source-indexed
jp-g-0667,というものだ,というものだ →  というものだ,"Speaker's impression, Criticism or conclusion",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/というものだ,source-indexed
jp-g-0668,から見ると,から見ると →  からみると,"From the point of view of, By the look of",N2,7,N2 Lesson 7,general,https://bunpro.jp/grammar_points/から見ると,source-indexed
